id,company_id,name,content,created_at,updated_at
4ed5c204-ad27-4d21-a5a3-ecd31752de4c,952cc139-6685-48a9-8596-cdffff550bc2,Consultoria (padrão),"{""serviceType"":""Consultoria"",""fields"":[{""key"":""valor_proposta"",""label"":""Valor da proposta"",""type"":""number""},{""key"":""tipo_contratacao"",""label"":""Tipo de contratação"",""type"":""select""},{""key"":""horas_estimadas"",""label"":""Horas estimadas"",""type"":""time""},{""key"":""inicio"",""label"":""Início"",""type"":""date""},{""key"":""inicio_faturamento"",""label"":""Início de faturamento"",""type"":""date""},{""key"":""vencimento"",""label"":""Vencimento"",""type"":""date""}]}",2025-12-23 19:19:45.000,2025-12-23 19:28:34
8754cb43-2a6f-4fc6-9569-8e9e58cef9fd,952cc139-6685-48a9-8596-cdffff550bc2,Migração de dados,"{""serviceType"":""Migração de dados"",""fields"":[{""key"":""valor_proposta"",""label"":""Valor da proposta"",""type"":""number""},{""key"":""tipo_contratacao"",""label"":""Tipo de contratação"",""type"":""select""},{""key"":""horas_estimadas"",""label"":""Horas estimadas"",""type"":""time""},{""key"":""inicio"",""label"":""Início"",""type"":""date""},{""key"":""previsao_conclusao"",""label"":""Previsão de conclusão"",""type"":""date""},{""key"":""inicio_faturamento"",""label"":""Início de faturamento"",""type"":""date""},{""key"":""vencimento"",""label"":""Vencimento"",""type"":""date""},{""key"":""sistema_origem"",""label"":""Sistema de origem"",""type"":""text""},{""key"":""sistema_destino"",""label"":""Sistema de destino"",""type"":""text""},{""key"":""data_entrega_homologacao"",""label"":""Data para entrega da homologação"",""type"":""date""},{""key"":""data_entrega_producao"",""label"":""Data para entrega da produção"",""type"":""date""}]}",2025-12-23 19:30:07.000,2025-12-23 19:30:07.000
